-90.000000,0.000246
-87.977528,0.000535
-85.955056,0.000910
-83.932584,0.001330
-81.910112,0.001777
-79.887640,0.002213
-77.865169,0.002627
-75.842697,0.003063
-73.820225,0.003510
-71.797753,0.003906
-69.775281,0.004239
-67.752809,0.004556
-65.730337,0.004883
-63.707865,0.005181
-61.685393,0.005433
-59.662921,0.005684
-57.640449,0.005932
-55.617978,0.006139
-53.595506,0.006327
-51.573034,0.006532
-49.550562,0.006737
-47.528090,0.006908
-45.505618,0.007055
-43.483146,0.007216
-41.460674,0.007407
-39.438202,0.007564
-37.415730,0.007562
-35.393258,0.007392
-33.370787,0.007212
-31.348315,0.007138
-29.325843,0.007167
-27.303371,0.007315
-25.280899,0.007577
-23.258427,0.007820
-21.235955,0.007909
-19.213483,0.007878
-17.191011,0.007815
-15.168539,0.007693
-13.146067,0.007482
-11.123596,0.007315
-9.101124,0.007349
-7.078652,0.007506
-5.056180,0.007580
-3.033708,0.007457
-1.011236,0.007166
1.011236,0.006882
3.033708,0.006813
5.056180,0.006962
7.078652,0.007105
9.101124,0.007073
11.123596,0.006928
13.146067,0.006799
15.168539,0.006731
17.191011,0.006711
19.213483,0.006730
21.235955,0.006778
23.258427,0.006799
25.280899,0.006724
27.303371,0.006539
29.325843,0.006275
31.348315,0.006000
33.370787,0.005833
35.393258,0.005824
37.415730,0.005868
39.438202,0.005834
41.460674,0.005728
43.483146,0.005656
45.505618,0.005678
47.528090,0.005722
49.550562,0.005666
51.573034,0.005484
53.595506,0.005233
55.617978,0.004962
57.640449,0.004719
59.662921,0.004538
61.685393,0.004431
63.707865,0.004393
65.730337,0.004402
67.752809,0.004425
69.775281,0.004423
71.797753,0.004341
73.820225,0.004169
75.842697,0.003915
77.865169,0.003582
79.887640,0.003194
81.910112,0.002763
83.932584,0.002250
85.955056,0.001624
87.977528,0.000964
90.000000,0.000440
